id,name,brand,price,mileage,fuel_type,transmission,seating_capacity,body_type,rating,use_case,features,engine_cc,safety_rating,year,image_url,variant
90.0,Volkswagen Virtus 2024,Volkswagen,1477544.53,20.87,Petrol,Automatic,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498.0,5.0,2024,volkswagen_virtus.jpg,Mid
105.0,Skoda Slavia 2024,Skoda,1027428.88,19.06,CNG,Automatic,5,Sedan,4.8,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498.0,5.0,2024,skoda_slavia.jpg,Mid
61.0,Kia Seltos 2024,Kia,1184467.0,17.69,CNG,Manual,5,SUV,4.6,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497.0,5.0,2024,kia_seltos.jpg,Base
20.0,Nissan Magnite,Nissan,599000.0,18.8,Petrol,Manual,5,SUV,4.3,"City,Family",360 Camera|Wireless Charger|JBL Audio|Air Purifier,999.0,4.0,2023,nissan_magnite.jpg,
25.0,Honda Elevate,Honda,1308439.32,18.33,Diesel,Automatic,5,SUV,4.5,"Family,City",Lane Keep Assist|ADAS|Wireless Charging|Sunroof,1498.0,5.0,2023,honda_elevate.jpg,Base
2.0,Hyundai Creta,Hyundai,1058541.46,17.82,Petrol,Manual,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Touchscreen|Climate Control,1493.0,5.0,2023,hyundai_creta.jpg,Mid
22.0,Hyundai i20,Hyundai,877695.66,19.92,Diesel,Automatic,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998.0,4.0,2023,hyundai_i20.jpg,Top
7.0,Toyota Fortuner,Toyota,3024397.03,15.25,Petrol,Automatic,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755.0,5.0,2023,toyota_fortuner.jpg,Base
15.0,Toyota Glanza,Toyota,621492.78,23.45,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197.0,4.0,2023,toyota_glanza.jpg,Mid
4.0,Honda City,Honda,1199000.0,18.4,Petrol,Automatic,5,Sedan,4.4,"City,Long Drive",Lane Watch|Cruise Control|Sunroof|Alexa Integration,1498.0,4.0,2023,honda_city.jpg,
19.0,Renault Kiger,Renault,599000.0,19.2,Petrol,Manual,5,SUV,4.2,"City,Family",Wireless Android Auto|LED DRLs|8-inch Touchscreen,999.0,4.0,2023,renault_kiger.jpg,
18.0,Skoda Kushaq,Skoda,1099000.0,17.8,Petrol,Manual,5,SUV,4.5,"Family,Long Drive",Ventilated Seats|Virtual Cockpit|Sunroof|6 Airbags,1498.0,5.0,2023,skoda_kushaq.jpg,
12.0,Maruti Baleno,Maruti Suzuki,649000.0,22.9,Petrol,Automatic,5,Hatchback,4.4,"City,Family",Smartplay Studio|Head-up Display|Premium Interior,1197.0,4.0,2023,maruti_baleno.jpg,
21.0,Jeep Compass,Jeep,2222851.61,13.35,Diesel,Manual,5,SUV,4.7,"Off-road,Long Drive",4x4|Panoramic Sunroof|Uconnect|Dual-zone Climate,1956.0,5.0,2023,jeep_compass.jpg,Top
10.0,Tata Punch,Tata,599000.0,18.8,Petrol,Manual,5,SUV,4.4,"City,Family",Ground Clearance|Spacious|Safety Features|Digital Cluster,1199.0,5.0,2023,tata_punch.jpg,
8.0,Maruti Altok10,Maruti Suzuki,349000.0,22.5,Petrol,Manual,5,Hatchback,4.2,City,Compact Design|Fuel Efficient|Easy Parking,796.0,3.0,2023,maruti_altok10.jpg,
27.0,Toyota Innova Crysta,Toyota,1736465.79,16.69,CNG,Automatic,7,MUV,4.8,"Family,Long Drive",Premium Interior|Captain Seats|Spacious|Reliable,2393.0,5.0,2023,toyota_innova.jpg,Mid
28.0,Maruti Brezza,Maruti Suzuki,922482.33,20.35,Diesel,Automatic,5,SUV,4.5,"City,Family",Head-up Display|360 Camera|Sunroof|Connected Car,1462.0,4.0,2023,maruti_brezza.jpg,Top
3.0,Tata Nexon EV,Tata,1432224.16,272.14,Diesel,Automatic,5,SUV,4.6,"City,Family",Regenerative Braking|Fast Charging|Connected Car|iRA AI,0.0,5.0,2023,tata_nexonev.jpg,Top
72.0,Tata Safari 2023,Tata,1986318.09,15.95,CNG,Automatic,7,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956.0,5.0,2023,tata_safari.jpg,Base
5.0,Mahindra Thar,Mahindra,1591225.21,15.95,CNG,Manual,4,SUV,4.8,"Off-road,Long Drive",4x4|Convertible Top|Off-road Tyres|Hill Assist,2184.0,4.0,2023,mahindra_thar.jpg,Top
30.0,Kia Carens,Kia,1032749.47,17.71,CNG,Manual,7,MUV,4.6,"Family,Long Drive",6/7 Seater|Ventilated Seats|UVO Connect|Sunroof,1497.0,5.0,2023,kia_carens.jpg,Mid
1.0,Maruti Suzuki Swift,Maruti Suzuki,700214.59,24.2,Petrol,Manual,5,Hatchback,4.5,"City,Family",ABS|Airbags|Power Steering|AC,1197.0,4.0,2023,maruti_swift.jpg,Mid
26.0,Maruti Ertiga,Maruti Suzuki,849000.0,20.3,Petrol,Manual,7,MUV,4.4,"Family,Long Drive",7 Seater|Spacious|Fuel Efficient|Touchscreen,1462.0,4.0,2023,maruti_ertiga.jpg,
,Hyundai i10 Nios 2023,Hyundai,13.73,12.3,CNG,Manual,6,Pickup,,,,,,2023,,
,Hyundai i10 Nios 2024,Hyundai,28.97,20.2,CNG,Automatic,5,SUV,,,,,,2024,,
,Hyundai i10 Nios 2025,Hyundai,17.9,10.6,Diesel,Automatic,5,Hatchback,,,,,,2025,,
,Hyundai i20 2023,Hyundai,16.35,23.9,CNG,Automatic,7,Sedan,,,,,,2023,,
,Hyundai i20 2024,Hyundai,33.9,12.1,Diesel,Manual,6,MUV,,,,,,2024,,
,Hyundai i20 2025,Hyundai,9.4,24.4,Diesel,Automatic,4,Pickup,,,,,,2025,,
,Hyundai Aura 2023,Hyundai,15.58,17.4,CNG,Automatic,5,MUV,,,,,,2023,,
,Hyundai Aura 2024,Hyundai,14.77,25.2,Petrol,Automatic,6,SUV,,,,,,2024,,
,Hyundai Aura 2025,Hyundai,17.9,11.0,Diesel,Manual,7,SUV,,,,,,2025,,
,Hyundai Verna 2023,Hyundai,29.04,26.2,Diesel,Automatic,6,SUV,,,,,,2023,,
,Hyundai Verna 2024,Hyundai,48.13,11.9,Diesel,Manual,7,Sedan,,,,,,2024,,
,Hyundai Creta 2023,Hyundai,26.79,18.4,Diesel,Manual,4,Sedan,,,,,,2023,,
,Hyundai Creta 2024,Hyundai,25.58,27.9,Diesel,Automatic,4,Pickup,,,,,,2024,,
,Hyundai Creta 2025,Hyundai,39.28,21.9,Diesel,Automatic,6,MUV,,,,,,2025,,
,Hyundai Alcazar 2023,Hyundai,15.4,28.6,CNG,Manual,6,Hatchback,,,,,,2023,,
,Hyundai Alcazar 2024,Hyundai,31.35,14.4,Petrol,Automatic,7,Pickup,,,,,,2024,,
,Hyundai Alcazar 2025,Hyundai,16.7,11.5,CNG,Automatic,4,MUV,,,,,,2025,,
,Hyundai Venue 2023,Hyundai,25.76,19.5,Diesel,Automatic,5,Hatchback,,,,,,2023,,
,Hyundai Venue 2024,Hyundai,38.83,22.9,Petrol,Manual,5,MUV,,,,,,2024,,
,Hyundai Exter 2023,Hyundai,5.61,28.6,Diesel,Manual,4,SUV,,,,,,2023,,
,Hyundai Exter 2024,Hyundai,21.24,19.6,Petrol,Manual,6,Sedan,,,,,,2024,,
,Hyundai Exter 2025,Hyundai,22.14,10.4,Petrol,Automatic,5,SUV,,,,,,2025,,
,Hyundai Tucson 2023,Hyundai,26.09,18.3,Petrol,Manual,5,SUV,,,,,,2023,,
,Hyundai Tucson 2024,Hyundai,31.64,24.7,Diesel,Automatic,4,MUV,,,,,,2024,,
,Hyundai Tucson 2025,Hyundai,49.87,11.9,Petrol,Automatic,6,Sedan,,,,,,2025,,
,Honda Amaze 2023,Honda,17.61,27.3,Diesel,Automatic,7,SUV,,,,,,2023,,
,Honda Amaze 2025,Honda,42.52,29.1,Petrol,Manual,7,MUV,,,,,,2025,,
,Honda City 2023,Honda,33.12,19.5,Petrol,Manual,4,MUV,,,,,,2023,,
,Honda City 2024,Honda,27.64,23.0,Diesel,Automatic,5,MUV,,,,,,2024,,
,Honda City 2025,Honda,34.83,29.1,Petrol,Manual,7,Sedan,,,,,,2025,,
,Honda Elevate 2023,Honda,14.57,27.1,Diesel,Manual,4,Hatchback,,,,,,2023,,
,Honda Elevate 2024,Honda,37.5,19.7,CNG,Automatic,6,Pickup,,,,,,2024,,
,Honda Elevate 2025,Honda,23.77,17.0,Petrol,Automatic,4,SUV,,,,,,2025,,
,Honda WR-V 2023,Honda,10.17,21.3,Petrol,Automatic,6,SUV,,,,,,2023,,
,Honda WR-V 2024,Honda,26.75,11.5,CNG,Manual,5,Hatchback,,,,,,2024,,
,Honda WR-V 2025,Honda,32.59,26.7,Petrol,Automatic,4,SUV,,,,,,2025,,
,Mahindra Bolero 2023,Mahindra,10.07,11.8,CNG,Manual,7,Pickup,,,,,,2023,,
,Mahindra Bolero 2024,Mahindra,16.31,17.2,CNG,Automatic,7,Sedan,,,,,,2024,,
,Mahindra Bolero 2025,Mahindra,29.54,19.5,CNG,Manual,7,Pickup,,,,,,2025,,
,Mahindra Scorpio N 2023,Mahindra,22.98,25.6,Petrol,Automatic,7,SUV,,,,,,2023,,
,Mahindra Scorpio N 2024,Mahindra,35.23,15.6,CNG,Automatic,5,SUV,,,,,,2024,,
,Mahindra XUV300 2023,Mahindra,44.39,16.4,CNG,Automatic,5,SUV,,,,,,2023,,
,Mahindra XUV300 2024,Mahindra,45.23,17.9,CNG,Automatic,7,MUV,,,,,,2024,,
,Mahindra XUV300 2025,Mahindra,21.31,12.0,CNG,Automatic,4,MUV,,,,,,2025,,
,Mahindra XUV700 2023,Mahindra,34.83,23.0,Petrol,Automatic,5,Sedan,,,,,,2023,,
,Mahindra XUV700 2024,Mahindra,31.17,30.0,Petrol,Automatic,4,Sedan,,,,,,2024,,
,Mahindra Thar 2023,Mahindra,40.78,29.2,CNG,Automatic,6,Hatchback,,,,,,2023,,
,Mahindra Thar 2024,Mahindra,28.52,24.7,Diesel,Automatic,4,Pickup,,,,,,2024,,
,Mahindra Thar 2025,Mahindra,34.27,10.4,CNG,Manual,5,MUV,,,,,,2025,,
,Mahindra Marazzo 2023,Mahindra,23.79,24.3,CNG,Automatic,5,SUV,,,,,,2023,,
,Mahindra Marazzo 2024,Mahindra,35.39,17.2,CNG,Automatic,6,Pickup,,,,,,2024,,
,Mahindra Marazzo 2025,Mahindra,34.76,22.1,Diesel,Automatic,6,SUV,,,,,,2025,,
,Toyota Glanza 2023,Toyota,25.4,19.8,Petrol,Manual,5,Hatchback,,,,,,2023,,
,Toyota Glanza 2024,Toyota,41.64,27.6,Petrol,Automatic,5,Pickup,,,,,,2024,,
,Toyota Glanza 2025,Toyota,13.58,25.8,CNG,Automatic,7,MUV,,,,,,2025,,
,Toyota Urban Cruiser 2023,Toyota,8.27,28.4,Diesel,Automatic,6,Hatchback,,,,,,2023,,
,Toyota Urban Cruiser 2024,Toyota,21.72,20.7,Petrol,Manual,6,MUV,,,,,,2024,,
,Toyota Urban Cruiser 2025,Toyota,25.03,20.2,Diesel,Automatic,5,SUV,,,,,,2025,,
,Toyota Innova Crysta 2023,Toyota,40.76,14.7,CNG,Manual,5,MUV,,,,,,2023,,
,Toyota Innova Crysta 2024,Toyota,34.59,29.8,CNG,Automatic,6,MUV,,,,,,2024,,
,Toyota Innova Crysta 2025,Toyota,27.69,22.2,Diesel,Manual,7,SUV,,,,,,2025,,
,Toyota Innova Hycross 2023,Toyota,15.22,29.8,CNG,Manual,4,Sedan,,,,,,2023,,
,Toyota Innova Hycross 2024,Toyota,36.48,15.8,Diesel,Automatic,4,Pickup,,,,,,2024,,
,Toyota Innova Hycross 2025,Toyota,26.84,13.6,Petrol,Automatic,4,Hatchback,,,,,,2025,,
,Toyota Fortuner 2023,Toyota,44.9,13.4,Diesel,Automatic,6,Sedan,,,,,,2023,,
,Toyota Fortuner 2024,Toyota,10.66,29.5,Diesel,Manual,4,Sedan,,,,,,2024,,
,Toyota Fortuner 2025,Toyota,26.99,10.5,Diesel,Automatic,5,Hatchback,,,,,,2025,,
,Toyota Hilux 2023,Toyota,43.45,15.5,Diesel,Automatic,5,Hatchback,,,,,,2023,,
,Toyota Hilux 2024,Toyota,22.36,21.5,CNG,Manual,6,MUV,,,,,,2024,,
,Toyota Hilux 2025,Toyota,32.71,13.7,Diesel,Automatic,6,Hatchback,,,,,,2025,,
,Tata Tiago 2023,Tata,32.53,11.1,Petrol,Manual,5,Sedan,,,,,,2023,,
,Tata Tiago 2024,Tata,13.51,26.5,Diesel,Automatic,4,Sedan,,,,,,2024,,
,Tata Tiago 2025,Tata,22.39,12.8,Diesel,Manual,6,Pickup,,,,,,2025,,
,Tata Tigor 2023,Tata,39.92,27.8,Petrol,Automatic,7,SUV,,,,,,2023,,
,Tata Tigor 2024,Tata,36.51,29.5,Petrol,Manual,6,MUV,,,,,,2024,,
,Tata Tigor 2025,Tata,24.32,18.3,CNG,Automatic,5,Hatchback,,,,,,2025,,
,Tata Altroz 2023,Tata,17.61,22.9,Petrol,Automatic,4,MUV,,,,,,2023,,
,Tata Altroz 2024,Tata,16.07,23.6,Petrol,Automatic,5,Hatchback,,,,,,2024,,
,Tata Nexon 2023,Tata,27.04,15.1,Petrol,Automatic,5,Pickup,,,,,,2023,,
,Tata Nexon 2024,Tata,18.59,17.8,CNG,Manual,4,Sedan,,,,,,2024,,
,Tata Nexon 2025,Tata,24.28,16.7,CNG,Manual,5,SUV,,,,,,2025,,
,Tata Harrier 2023,Tata,17.86,14.3,Diesel,Manual,7,SUV,,,,,,2023,,
,Tata Harrier 2024,Tata,46.37,10.1,Diesel,Automatic,7,Hatchback,,,,,,2024,,
,Tata Safari 2024,Tata,13.84,12.2,Diesel,Automatic,5,Pickup,,,,,,2024,,
,Tata Safari 2025,Tata,44.0,21.8,Petrol,Automatic,5,Sedan,,,,,,2025,,
,Tata Punch 2023,Tata,35.05,12.4,Petrol,Automatic,4,SUV,,,,,,2023,,
,Tata Punch 2024,Tata,37.54,20.2,Diesel,Automatic,6,Hatchback,,,,,,2024,,
,Tata Punch 2025,Tata,5.14,22.8,Diesel,Automatic,5,Hatchback,,,,,,2025,,
78.0,Mahindra Scorpio N 2025,Mahindra,1884050.16,13.2,Diesel,Manual,7,SUV,4.4,"Off-road,Family",4x4|Airbags|Touchscreen|Hill Descent,2198.0,5.0,2025,mahindra_scorpion.jpg,Base
48.0,Tata Altroz 2025,Tata,1005733.64,22.4,Diesel,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Harman Audio|AC,1497.0,5.0,2025,tata_altroz.jpg,Mid
109.0,Maruti Suzuki Ertiga 2025,Maruti Suzuki,1024067.64,21.2,Petrol,Automatic,7,SUV,4.4,"Family,Long Drive",ABS|Airbags|Touchscreen|Rear AC,1462.0,4.0,2025,maruti_ertiga.jpg,Base
49.0,MG Hector 2025,MG,1775415.96,15.4,Petrol,Manual,5,SUV,4.8,"Family,Long Drive",Panoramic Sunroof|Airbags|Connected Car|ADAS,1451.0,5.0,2025,mg_hector.jpg,Top
104.0,Kia Sonet 2025,Kia,933965.95,17.6,Petrol,Manual,5,SUV,4.7,"City,Long Drive",Ventilated Seats|Airbags|Touchscreen|Bose Audio,1493.0,5.0,2025,kia_sonet.jpg,Mid
99.0,Hyundai Verna 2025,Hyundai,1679294.53,20.7,Petrol,Manual,5,Sedan,4.8,"City,Long Drive",ADAS|Sunroof|Airbags|Bose Audio,1497.0,5.0,2025,hyundai_verna.jpg,Top
62.0,Mahindra XUV700 2025,Mahindra,2247128.8,18.1,Petrol,Manual,7,SUV,4.8,"Family,Long Drive",ADAS|Panoramic Sunroof|Airbags|Cruise Control,2198.0,5.0,2025,mahindra_xuv700.jpg,Mid
74.0,Tata Harrier 2025,Tata,1588537.07,15.9,CNG,Manual,5,SUV,4.7,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956.0,5.0,2025,tata_harrier.jpg,Mid
102.0,Tata Tiago EV 2025,Tata,1024209.04,338.7,Petrol,Automatic,5,Hatchback,4.3,"City,Family",Fast Charging|Airbags|Touchscreen|Connected Car,0.0,4.0,2025,tata_tiago.jpg,Top
54.0,Maruti Suzuki Dzire 2025,Maruti Suzuki,694138.28,24.4,Petrol,Automatic,5,Sedan,4.4,"City,Family",ABS|Airbags|Touchscreen|AC,1197.0,4.0,2025,maruti_dzire.jpg,Mid
40.0,Hyundai Venue 2025,Hyundai,1083035.96,18.4,Petrol,Automatic,5,SUV,4.6,"City,Family",Sunroof|Cruise Control|Airbags|Connected Car,998.0,4.0,2025,hyundai_venue.jpg,Mid
53.0,MG ZS EV 2024,MG,2036308.55,416.9,CNG,Manual,5,SUV,4.6,"City,Family",Fast Charging|Airbags|Connected Car|Sunroof,0.0,5.0,2024,mg_zs.jpg,Base
76.0,Maruti Suzuki Baleno 2024,Maruti Suzuki,976957.13,20.9,CNG,Manual,5,Hatchback,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1197.0,4.0,2024,maruti_baleno.jpg,Mid
103.0,Honda Amaze 2024,Honda,801388.79,18.4,CNG,Automatic,5,Sedan,4.6,"City,Family",ABS|Airbags|Touchscreen|AC,1199.0,4.0,2024,honda_amaze.jpg,Top
90.0,Volkswagen Virtus 2024,Volkswagen,1365945.76,22.0,Diesel,Manual,5,Sedan,4.8,"City,Long Drive",Digital Cockpit|Airbags|Touchscreen|Cruise Control,1498.0,5.0,2024,volkswagen_virtus.jpg,Top
105.0,Skoda Slavia 2024,Skoda,1026048.79,18.1,Diesel,Automatic,5,Sedan,4.8,"City,Long Drive",Sunroof|Airbags|Touchscreen|Cruise Control,1498.0,5.0,2024,skoda_slavia.jpg,Mid
61.0,Kia Seltos 2024,Kia,1183050.51,17.1,Diesel,Automatic,5,SUV,4.6,"Family,Long Drive",Sunroof|Cruise Control|Airbags|ADAS,1497.0,5.0,2024,kia_seltos.jpg,Base
20.0,Nissan Magnite,Nissan,547678.28,20.3,Diesel,Automatic,5,SUV,4.3,"City,Family",360 Camera|Wireless Charger|JBL Audio|Air Purifier,999.0,4.0,2023,nissan_magnite.jpg,Top
25.0,Honda Elevate,Honda,1331069.24,18.4,Diesel,Manual,5,SUV,4.5,"Family,City",Lane Keep Assist|ADAS|Wireless Charging|Sunroof,1498.0,5.0,2023,honda_elevate.jpg,Top
2.0,Hyundai Creta,Hyundai,1037404.8,18.6,Diesel,Automatic,5,SUV,4.7,"Family,Long Drive",Sunroof|Cruise Control|Touchscreen|Climate Control,1493.0,5.0,2023,hyundai_creta.jpg,Mid
22.0,Hyundai i20,Hyundai,817098.61,20.1,Diesel,Manual,5,Hatchback,4.4,"City,Family",BlueLink|Sunroof|Wireless Charging|Digital Cluster,998.0,4.0,2023,hyundai_i20.jpg,Base
7.0,Toyota Fortuner,Toyota,3016009.62,16.1,Petrol,Automatic,7,SUV,4.9,"Family,Long Drive,Off-road",4WD|Leather Seats|Premium Audio|Adaptive Cruise,2755.0,5.0,2023,toyota_fortuner.jpg,Mid
15.0,Toyota Glanza,Toyota,593980.07,22.5,Diesel,Manual,5,Hatchback,4.3,"City,Family",Heads-up Display|Ambient Lighting|Smart Infotainment,1197.0,4.0,2023,toyota_glanza.jpg,Top
4.0,Honda City,Honda,1366240.65,18.0,Petrol,Manual,5,Sedan,4.4,"City,Long Drive",Lane Watch|Cruise Control|Sunroof|Alexa Integration,1498.0,4.0,2023,honda_city.jpg,Top
19.0,Renault Kiger,Renault,572389.96,18.8,CNG,Manual,5,SUV,4.2,"City,Family",Wireless Android Auto|LED DRLs|8-inch Touchscreen,999.0,4.0,2023,renault_kiger.jpg,Mid
18.0,Skoda Kushaq,Skoda,1148062.5,18.6,Diesel,Automatic,5,SUV,4.5,"Family,Long Drive",Ventilated Seats|Virtual Cockpit|Sunroof|6 Airbags,1498.0,5.0,2023,skoda_kushaq.jpg,Base
12.0,Maruti Baleno,Maruti Suzuki,699034.55,21.2,CNG,Manual,5,Hatchback,4.4,"City,Family",Smartplay Studio|Head-up Display|Premium Interior,1197.0,4.0,2023,maruti_baleno.jpg,Top
21.0,Jeep Compass,Jeep,2355325.0,13.5,Diesel,Manual,5,SUV,4.7,"Off-road,Long Drive",4x4|Panoramic Sunroof|Uconnect|Dual-zone Climate,1956.0,5.0,2023,jeep_compass.jpg,Top
10.0,Tata Punch,Tata,683341.23,19.6,Diesel,Automatic,5,SUV,4.4,"City,Family",Ground Clearance|Spacious|Safety Features|Digital Cluster,1199.0,5.0,2023,tata_punch.jpg,Top
8.0,Maruti Altok10,Maruti Suzuki,320617.98,24.7,Petrol,Manual,5,Hatchback,4.2,City,Compact Design|Fuel Efficient|Easy Parking,796.0,3.0,2023,maruti_altok10.jpg,Mid
27.0,Toyota Innova Crysta,Toyota,1651159.84,15.2,CNG,Automatic,7,MUV,4.8,"Family,Long Drive",Premium Interior|Captain Seats|Spacious|Reliable,2393.0,5.0,2023,toyota_innova.jpg,Mid
28.0,Maruti Brezza,Maruti Suzuki,940710.12,20.2,Petrol,Automatic,5,SUV,4.5,"City,Family",Head-up Display|360 Camera|Sunroof|Connected Car,1462.0,4.0,2023,maruti_brezza.jpg,Mid
3.0,Tata Nexon EV,Tata,1437200.96,286.3,Petrol,Automatic,5,SUV,4.6,"City,Family",Regenerative Braking|Fast Charging|Connected Car|iRA AI,0.0,5.0,2023,tata_nexonev.jpg,Base
72.0,Tata Safari 2023,Tata,1838333.74,17.0,Petrol,Automatic,7,SUV,4.4,"Family,Long Drive",Panoramic Sunroof|Airbags|Cruise Control|JBL Audio,1956.0,5.0,2023,tata_safari.jpg,Base
5.0,Mahindra Thar,Mahindra,1662257.15,15.7,Diesel,Manual,4,SUV,4.8,"Off-road,Long Drive",4x4|Convertible Top|Off-road Tyres|Hill Assist,2184.0,4.0,2023,mahindra_thar.jpg,Mid
30.0,Kia Carens,Kia,1177038.64,19.3,CNG,Manual,7,MUV,4.6,"Family,Long Drive",6/7 Seater|Ventilated Seats|UVO Connect|Sunroof,1497.0,5.0,2023,kia_carens.jpg,Top
1.0,Maruti Suzuki Swift,Maruti Suzuki,773533.73,22.6,CNG,Automatic,5,Hatchback,4.5,"City,Family",ABS|Airbags|Power Steering|AC,1197.0,4.0,2023,maruti_swift.jpg,Base
26.0,Maruti Ertiga,Maruti Suzuki,791455.25,19.3,CNG,Automatic,7,MUV,4.4,"Family,Long Drive",7 Seater|Spacious|Fuel Efficient|Touchscreen,1462.0,4.0,2023,maruti_ertiga.jpg,Base
,Hyundai i10 Nios 2023,Hyundai,14.31,12.3,CNG,Automatic,6,Pickup,,,,,,2023,,Mid
,Hyundai i10 Nios 2024,Hyundai,30.68,20.6,Diesel,Manual,5,SUV,,,,,,2024,,Mid
,Hyundai i10 Nios 2025,Hyundai,19.94,10.9,Petrol,Manual,5,Hatchback,,,,,,2025,,Base
,Hyundai i20 2023,Hyundai,18.23,22.5,Diesel,Automatic,7,Sedan,,,,,,2023,,Mid
,Hyundai i20 2024,Hyundai,38.61,10.9,CNG,Manual,6,MUV,,,,,,2024,,Top
,Hyundai i20 2025,Hyundai,8.79,23.1,CNG,Manual,4,Pickup,,,,,,2025,,Base
,Hyundai Aura 2023,Hyundai,14.88,16.9,Petrol,Automatic,5,MUV,,,,,,2023,,Mid
,Hyundai Aura 2024,Hyundai,14.48,27.0,Diesel,Automatic,6,SUV,,,,,,2024,,Top
,Hyundai Aura 2025,Hyundai,18.02,11.9,Diesel,Automatic,7,SUV,,,,,,2025,,Mid
,Hyundai Verna 2023,Hyundai,32.29,26.8,CNG,Manual,6,SUV,,,,,,2023,,Top
,Hyundai Verna 2024,Hyundai,52.11,11.7,CNG,Manual,7,Sedan,,,,,,2024,,Mid
,Hyundai Creta 2023,Hyundai,24.96,17.8,Diesel,Automatic,4,Sedan,,,,,,2023,,Base
,Hyundai Creta 2024,Hyundai,27.56,29.8,Petrol,Manual,4,Pickup,,,,,,2024,,Mid
,Hyundai Creta 2025,Hyundai,37.54,20.6,Diesel,Manual,6,MUV,,,,,,2025,,Mid
,Hyundai Alcazar 2023,Hyundai,16.75,26.3,Diesel,Manual,6,Hatchback,,,,,,2023,,Top
